Id,AboutMe,Age,CreationDate,DisplayName,DownVotes,EmailHash,LastAccessDate,Location,Reputation,UpVotes,Views,WebsiteUrl,AccountId
13828,"<p>I develop distributed and scalable web applications in .NET, Python and Ruby for the cloud or on-premise. A disciple of Domain Driven Design and Event Sourcing</p>
",,2008-09-16 20:58:53.083,Carlos G.,32,,2021-05-06 03:58:34.787,"Bay Area, CA, USA",4313,291,347,https://cargsl.com,7866
59086,"<p>I work at a software company in the Netherlands. We are developing applications in a wide variety of languages, including, C#, Java and Javascript.</p>
",,2009-01-26 18:55:09.860,Jeroen Huinink,3,,2020-03-01 16:08:25.310,"Nijmegen, Netherlands",1837,430,277,http://www.studio-h3o.nl,23550
1778,"<p>I witnessed the birth of the internet and discovered my passion for programming in grade school. Fast forward a couple decades, and I now have years of professional experience combined with a passion for solving tough problems and making end users happy. I'm also a long distance runner having represented Canada Nationally on both the 100km Team and the World Mountain Running Team.</p>
",,2008-08-18 14:24:20.567,Adam Kahtava,1,,2020-12-23 00:50:36.080,"Kelowna, BC, Canada",412,24,154,http://adam.kahtava.com,1333
170638,"<p>Golang.</p>

<p>Love ""New World Compputing"" idea, realised in PlayStation 3 and Apple iOS.</p>

<p><strong>Short IT-related bio</strong><br />Born is SVRD, USSR. In 5 year old i receive my first Atari. Since March 1996 i have a dial-up connection to the Internet. On June 3, 1998 my first web-page (based on valid HTML 3.2 Final) goes live in internet.</p>
",,2009-09-09 07:20:17.660,Igor A. Melekhine,21,,2021-05-29 21:50:02.577,"Moscow, Russia",740,151,54,,56971
64313,"<p>Former Sr. Software Engineer at Box. Interests include Python, Gradle, C, Java, Git, Linux, Embedded. Find me on github <a href=""https://github.com/cmcginty"" rel=""nofollow noreferrer"">https://github.com/cmcginty</a>.</p>
",,2009-02-09 20:23:41.520,cmcginty,130,,2021-05-30 01:58:36.617,"San Francisco Bay Area, CA, United States",101562,1320,2867,,25114
177943,,,2009-09-23 16:59:24.810,ggutenberg,1,,2021-05-26 20:34:35.810,"Toronto, Canada",5654,141,253,http://grinninggecko.com/,59467
1886125,"<h1>SOreadytohelp</h1>
",,2009-10-08 06:35:23.603,Rouben Tchakhmakhtchian,0,,2021-04-10 01:48:01.337,"Toronto, Canada",511,4,71,,62741
3248,"<p>I'm a consultant in the Minneapolis area.  I've worked with ASP.NET, SQL, MVC, and Sitecore.</p>
",,2008-08-27 14:46:26.673,dnord,12,,2020-12-21 21:39:31.020,"Minneapolis, MN",1622,416,232,http://doyoucompute.net,2340
214749,"<p>Web Programmer at 6fusion</p>
",,2009-11-19 16:30:18.650,Alex Gandy,0,,2020-08-28 14:50:59.960,"Raleigh, NC",46,9,22,http://alexgandy.com,74794
100408,"<p>I solve problems for money. (Apple Platforms Independent Developer)</p>
",,2009-05-03 18:09:06.373,Rigo Vides,11,,2021-05-26 22:03:55.807,Mexico,1354,65,266,http://www.facebook.com/rigovides,35455
124237,"<p>Currently an <code>awk/sed/grep/tr/curl/jq</code> power-user. 
SAP Commerce, Spring Framework, JavaScript (node.js, angular, TypeScript) or even PHP.</p>
",,2009-06-17 10:21:47.947,DrUseful,2,,2021-03-07 12:14:51.600,"Conwy, UK",165,184,57,https://www.mountainadventures.stevehobdell.com,42629
105565,,,2009-05-12 18:45:48.163,joelvh,2,,2021-05-29 03:21:09.560,"New York, NY",14474,28,345,http://joelvanhorn.com,36960
148239,"<p>xyzzy</p>
",,2009-07-31 03:28:49.560,wf.,1,,2021-05-29 23:45:36.637,"New York, NY, United States",1003,1858,77,https://wtfleming.github.io/,49741
89391,"<blockquote>
<p>אין משוואה אחרת</p>
</blockquote>
",,2009-04-10 08:38:30.027,miku,147,,2021-05-29 21:40:15.563,Germany,161705,3791,7968,,32277
139147,"<p>I am a hobbyist developer. I work on various things of passion including reverse engineering projects for Valve's Steam client.</p>
",,2009-07-16 02:52:30.060,Ryan Stecker,6,,2020-10-24 16:26:26.880,Illinois,798,536,76,,47027
145599,,,2009-07-27 08:26:15.453,Erez Cohen,4,,2021-05-25 09:16:13.787,"Tel Aviv, Israel",1343,380,120,,48955
8441,"<p>I write code.</p>
",,2008-09-15 16:03:03.257,zanussi,30,,2020-10-28 04:12:57.213,New Mexico,1237,254,125,,5297
489758,,,2009-02-26 08:31:34.550,Fabman,0,,2021-05-29 19:54:16.853,Spain,243,98,44,,227845
22906,,,2008-09-27 01:21:17.157,nocash,20,,2021-05-17 22:19:39.967,"Seattle, WA, USA",3367,252,85,,11788
195720,"<p>Jack of all trades, master of some</p>
",,2009-10-24 02:40:37.740,Leite,5,,2021-05-28 19:16:14.707,"Cork, Ireland",914,54,108,,66772
5993,,,2008-09-11 21:35:03.537,Iain,8,,2021-05-27 08:19:04.927,"London, United Kingdom",9533,901,779,http://iainba.blogspot.com/,4065
22147,"<p>Available for consulting. iOS/watchOS/macOS dev, Audio/CoreAudio/AVFoundation a specialty, math nerd, AWS literate.  </p>

<p>Twitter: <a href=""https://twitter.com/rfistman"" rel=""nofollow noreferrer"">@rfistman</a><br>
Tip Jar: <a href=""https://paypal.me/rfistman"" rel=""nofollow noreferrer"">https://paypal.me/rfistman</a><br>
Blog: <a href=""https://rfistman.com"" rel=""nofollow noreferrer"">https://rfistman.com</a>  </p>

<p>iOS Apps: <a href=""https://itunes.apple.com/au/app/muru-music-personalised-playlists/id1062422852?mt=8&amp;at=11lHPQ&amp;ct=so"" rel=""nofollow noreferrer"">Muru</a>, <a href=""https://itunes.apple.com/us/app/baby-scratch/id338290357?mt=8&amp;uo=4&amp;at=11lHPQ&amp;ct=so"" rel=""nofollow noreferrer"">Baby Scratch</a>, <a href=""https://itunes.apple.com/us/app/video-scratch/id524708277?mt=8&amp;uo=4&amp;at=11lHPQ&amp;ct=so"" rel=""nofollow noreferrer"">Video Scratch</a>, <a href=""https://itunes.apple.com/us/app/flare-scratch/id324824802?mt=8&amp;uo=4&amp;at=11lHPQ&amp;ct=so"" rel=""nofollow noreferrer"">Flare Scratch</a>, <a href=""https://itunes.apple.com/us/app/baby-decks-dj/id363305742?mt=8&amp;uo=4&amp;at=11lHPQ&amp;ct=so"" rel=""nofollow noreferrer"">Baby Decks DJ</a>, , <a href=""https://itunes.apple.com/au/app/woolies-shop/id975089690?mt=8&amp;at=11lHPQ&amp;ct=so"" rel=""nofollow noreferrer"">Woolies Shop</a>, <a href=""https://itunes.apple.com/us/app/dino-movie-maker-dfx-special/id570264600?mt=8&amp;at=11lHPQ&amp;ct=so"" rel=""nofollow noreferrer"">AR Dinosaurs</a> and way too many newspaper &amp; media apps.<br>
macOS Apps: <a href=""https://itunes.apple.com/us/app/baby-decks-dj/id449866076?mt=12"" rel=""nofollow noreferrer"">Baby Decks DJ</a></p>
",,2008-09-25 12:59:57.673,Rhythmic Fistman,21,,2021-05-29 17:43:23.703,"Leura NSW, Australia",30464,6407,3323,http://careers.stackoverflow.com/gordonchilds,11478
202919,"<p>I have always been enthusiastic about software. I've got a couple of years of experience with a wide array of technologies and recently I have also become a fan of open source. I've got expertise with web, mobile and desktop development. The main technologies I use are .NET and Qt. I've been working on web projects since 2008, and I've been developing mobile apps since 2010. I've grown to like both Linux and Windows, and I prefer to use the right tool for the right job. I always prefer quality over quantity and have a passion for user interface development.<br /><br />
I'm proficent with</p>

<ul>
<li>Qt the C++ framework and also Qt Quick and QML</li>
<li>Web technologies in general, such as jQuery, AJAX, HTML 5</li>
<li>New and interesting stuff like Node.js</li>
<li>Bare-metal embedded development with C/C++ and hardware design</li>
<li>Microsoft .NET - including technologies like ASP.NET, WPF, WCF, Silverlight, Windows Phone and SQL Server</li>
</ul>
",,2009-11-04 20:22:58.177,Venemo,129,,2021-05-05 18:54:33.130,"Budapest, Hungary",17191,1951,1747,,69809
106397,"<p>Hello everyone, I'm a Dot Net developer with deep interests in working with the Windows Workflow Foundation as well as Windows Communication Foundation. Currently I'm obsessing about cloud platforms such as Windows Azure and Amazon's EC2. Fun times, I say!</p>
",,2009-05-13 15:22:43.727,ajawad987,6,,2021-05-29 14:40:54.100,Michigan,3990,386,343,,37227
14752,,,2008-09-17 02:35:39.263,jbcedge,8,,2021-02-15 19:34:01.073,"San Francisco, CA, United States",16749,152,703,http://jbcedge.com,8246
11421,".NET and PHP Developer. 
Creator of: 
<ul>
<li>TracExplorer (<a href=""http://tracexplorer.devjavu.com/"" rel=""nofollow"">http://tracexplorer.devjavu.com/</a>)</li>
<li>Mamesaver (<a href=""http://mamesaver.sf.net/"" rel=""nofollow"">http://mamesaver.sf.net/</a>)</li>
</ul>",,2008-09-16 07:50:07.817,Mladen Mihajlovic,48,,2021-05-28 14:22:31.407,South Africa,5146,1579,813,http://tracexplorer.devjavu.com/,6717
147601,"<p>JS enthusiast by day, horse mask enthusiast by night.</p>

<p><img src=""http://i.stack.imgur.com/1DgCl.png"" alt=""my hero""></p>

<p><a href=""https://gist.github.com/NickHeiner/a0c4116565a310eb9d2c"" rel=""nofollow"">Talks I've Done</a></p>
",,2009-07-30 05:40:08.273,Nick Heiner,87,,2021-05-26 22:56:38.087,"Arlington, VA",108809,593,4770,https://medium.com/@nickheiner,49568
3099,,,2008-08-26 16:23:14.327,SAL,2,,2021-05-11 15:21:13.817,United Kingdom,1146,138,275,,2245
79981,,,2009-03-19 11:31:00.707,mdonatas,9,,2021-05-28 15:38:58.890,"Vilnius, Lithuania",1749,617,84,,29562
62068,"<p>i hear the buzz doesn't last that long.</p>
",,2009-02-03 18:10:11.003,topwik,1,,2021-05-29 02:05:38.523,Canada,3347,640,401,,24414
19496,,,2008-09-20 05:07:52.967,Magnus,0,,2021-05-29 22:01:48.140,Sweden,396,89,30,,10349
4000,,,2008-09-01 09:02:19.237,Alistair Sutherland,2,,2021-05-27 15:43:16.770,"Edinburgh, United Kingdom",1361,54,188,,2828
190135,"<p>Coder, teacher, coach.
Personal site at <a href=""http://alexchaffee.com"" rel=""nofollow"">http://alexchaffee.com</a>. 
Author of <a href=""http://codelikethis.com"" rel=""nofollow"">Code Like This</a>.
Co-creator of <a href=""http://pivotaltracker.com"" rel=""nofollow"">Pivotal Tracker</a>.
<a href=""http://railsbridge.org"" rel=""nofollow"">RailsBridge</a> volunteer and curriculum wrangler.
Founder and ex-CTO of <a href=""http://cohuman.com"" rel=""nofollow"">Cohuman</a>.
Occasional <a href=""http://pivotallabs.com"" rel=""nofollow"">Pivot</a> and <a href=""http://carbonfive.com"" rel=""nofollow"">Carbonite</a>.</p>
",,2009-10-14 20:04:50.693,AlexChaffee,7,,2021-05-27 15:29:24.227,"San Francisco, CA",7392,414,457,http://alexchaffee.com,64395
63791,,,2009-02-08 02:25:00.033,Alex,19,,2021-05-25 05:04:29.327,,13729,297,589,,24958
104267,,,2009-05-10 06:37:15.797,ohmantics,5,,2020-06-12 17:23:15.883,"San Francisco, CA",1790,10,328,,36541
19450,"<p>I am a former Googler that loves toying with concurrent algorithms.</p>

<p>I am the author of the <a href=""http://code.google.com/p/concurrentlinkedhashmap/"" rel=""nofollow"">ConcurrentLinkedHashMap</a> data structure used by Apache Cassandra. The <a href=""http://concurrentlinkedhashmap.googlecode.com/files/ConcurrentCachingAtGoogle.pdf"" rel=""nofollow"">algorithm</a> was later integrated into Google's <a href=""http://guava-libraries.googlecode.com/svn/trunk/javadoc/com/google/common/cache/CacheBuilder.html"" rel=""nofollow"">CacheBuilder</a> (formerly <a href=""http://guava-libraries.googlecode.com/svn/trunk/javadoc/com/google/common/collect/MapMaker.html"" rel=""nofollow"">MapMaker</a>). I am now working on <a href=""https://github.com/ben-manes/caffeine"" rel=""nofollow"">Caffeine</a>, a Java 8 rewrite of Guava's cache.</p>
",,2008-09-20 02:26:12.247,Ben Manes,5,,2021-05-29 20:39:35.243,"Mountain View, CA",7657,74,2927,https://github.com/ben-manes/caffeine,10326
175217,"<p>Husband, father, friend, musician, web developer &amp; sushi lover.</p>
",,2009-09-17 21:09:14.440,canintex,1,,2021-04-13 11:26:40.887,"DFW, Texas",598,40,60,,58536
163845,,,2009-08-26 22:22:13.217,Doz,3,,2020-06-12 02:41:20.477,,6689,87,463,,54736
43994,"I am a graduate of Washington State University Vancouver.

I program in PHP, JAVA and Objective C mostly, but also do C, C++, and python.

I also have a lot of years in web design.",,2008-12-06 21:24:54.277,James Van Boxtel,3,,2021-02-07 19:52:48.260,"Vancouver, WA",2285,177,283,http://www.jamesvanboxtel.com,18975
92629,"<p>hihi. i'm the eng lead for analytics at the wikimedia foundation, the people who make wikipedia. it's pretty rad.</p>
",,2009-04-18 23:19:21.913,David Schoonover,0,,2020-04-29 04:04:49.060,"San Francisco, CA",2463,2,128,http://github.com/dsc,33172
102836,"<p>My preferred stack is Ruby (on Rails/Sinatra/Hanami) and JavaScript (React, Node.js). </p>

<p>Like to do performance optimisation work on application and database (postgreSQL) level and have also DevOps experience.</p>
",,2009-05-07 11:48:45.303,filipeamoreira,0,,2020-10-30 13:35:38.067,United Kingdom,75,16,50,http://filipemoreira.com,36114
237688,,,2009-12-23 15:39:53.667,P-Nuts,2,,2021-03-13 14:58:57.860,,837,32,54,,85191
205770,,,2009-11-07 20:30:55.337,Samwhoo,0,,2021-05-28 16:36:42.863,,312,12,29,,71156
140328,"<ul>
<li>E-mail/IM me at <a href=""https://plus.google.com/+ChadKittel"" rel=""nofollow"">chad.kittel@gmail.com</a></li>
<li><a href=""http://www.linkedin.com/in/chadkittel"" rel=""nofollow"">LinkedIn Profile</a></li>
<li><a href=""http://www.facebook.com/ckittel"" rel=""nofollow"">Facebook Profile</a></li>
</ul>
",,2009-07-17 17:50:32.250,ckittel,77,,2021-05-28 14:35:45.720,"Beaver Dam, WI",5885,675,1031,https://about.me/ckittel,47391
165393,,,2009-08-29 16:24:02.980,Zappi,2,,2021-05-13 18:14:38.183,"Lübeck, Germany",341,25,30,,55251
104324,,,2009-05-10 11:25:35.417,Oni,3,,2021-02-08 11:58:46.673,"Washington, DC, USA",582,8,168,http://benjamin.computer,36560
71183,,,2009-02-26 02:40:24.303,Andrew Jackson,0,,2021-05-28 00:08:19.940,"Auckland, New Zealand",724,11,112,,27111
103341,"<p>I'm a Web programmer, UI engineer, Database architect. I have strong background as backend developers using PHP, MySQL, Javascript, HTML, CSS. My current interests includes Node.js, CouchDB, MongoDB.</p>
",,2009-05-08 06:23:50.117,Dimitar Ivanov,0,,2021-05-20 15:32:27.663,Bulgaria,11,22,56,https://zinoui.com,36275
112729,,,2009-05-26 19:46:53.963,youdonotexist,0,,2020-09-08 03:24:39.367,"Seattle, WA, United States",871,7,52,http://basically.cam,39113
4071,,,2008-09-01 16:23:50.767,tonylo,114,,2021-05-23 21:19:04.503,United Kingdom,3199,965,308,,2874
44437,"<p><a href=""https://github.com/air"" rel=""nofollow"">https://github.com/air</a></p>
",,2008-12-08 22:37:38.793,Air,11,,2021-04-14 19:44:07.803,"New York, NY, United States",4764,309,392,http://www.linkedin.com/in/a1ron,19089
28952,"<p>Organize the world.</p>
",,2008-10-17 14:42:07.810,Ray Li,0,,2021-05-14 20:53:22.257,United States,2293,9,213,https://rayli.net,14178
200244,,,2009-10-31 18:04:33.050,Sami,13,,2021-05-13 21:19:00.590,"New York, NY",3203,38,274,,68671
125262,,,2009-06-18 17:31:26.023,Derrek,0,,2021-05-21 17:56:47.340,,187,15,49,,42929
180309,"<p>My main area of interest is Computer Science; however, I have also spent at least several years studying and practicing each of the following fields: </p>

<p>1) Psychology - particularly psychoanalysis, group dynamics and psychology of masses
2) Philosophy - Mostly interested in practical aspects, such as dialectical logic
3) Personal Development - Some might not classify it as a separate field of study, but I have spent more than 10 years doing research and consulting in this area and I know how deep and fascinating this field is. 
4) Business Management - Systems and Control theory. Spent a lot of time working on startups as well. 
5) Education - Tought Machine Learning, Algorithms and Data Structures and Engineering Design classes to undergraduate students in Qafqaz University. 
6) Gaming - I have played lots of games, and I have studied them as well. I believe that we can borrow a lot of tricks from successful games, especially in the area of motivation, and implement them in education and other areas. </p>

<p>As for computer science itself, my main focus is Machine Learning, Multi-Agent Systems and Crowdsourcing. </p>

<p>It might seem that all these subjects are completely unrelated, but they are all united in the goal to understand various aspects of human mind: how we think, how we learn, how we motivate ourselves, etc. </p>

<p>This is what excites me most. I think that to make the world a better place, we should start with understanding and improving ourselves.</p>
",,2009-09-28 12:07:50.543,Tofig Hasanov,4,,2021-05-29 15:42:32.397,"Edinburgh, United Kingdom",2145,137,539,,60348
160808,,,2009-08-21 13:49:26.190,Ageis,3,,2020-03-03 09:18:55.667,"Manchester, UK",1929,10,158,,53770
202023,,,2009-11-03 19:40:22.723,gsiener,1,,2020-12-08 17:10:44.457,,753,148,59,http://islostarepeat.com,69449
199156,,,2009-10-29 18:51:47.673,Aaron Luman,0,,2021-05-27 13:33:22.180,"Las Vegas, NV",625,45,55,,68208
128542,,,2009-06-25 00:11:01.650,tad,5,,2021-05-27 22:48:25.017,,1314,44,219,,43909
225732,,,2009-12-06 10:57:13.793,gorsky,16,,2021-05-05 14:06:23.997,Poland,1272,231,162,,79663
233843,"<p>CEO, Clear Measure
Microsoft MVP - Solutions Architecture, ASP.NET/IIS</p>
",,2009-12-17 14:32:09.227,Jeffrey Palermo,0,,2020-02-20 21:47:51.923,"Austin, TX",414,0,268,http://JeffreyPalermo.com,83393
156934,"<p>Webdev, working on a better online world.</p>
",,2009-08-15 14:47:33.720,samuhe,0,,2021-05-26 18:57:03.137,Belgium,133,21,31,http://www.samhuyghe.be,52510
195275,,,2009-10-23 12:11:39.583,user195275,1,,2021-05-12 17:52:34.333,,1019,25,52,,66590
36754,"<p>These days my main job is as IT Director for <a href=""http://www.weaversway.coop/"" rel=""nofollow"">Weavers Way Co-op</a>, a cooperative grocery store in Philadelphia.  This job allows me to indulge my desire to mess with a lot of different things, including occasionally some coding and web developement in addition to managing servers, deploying laptops, and crawling around under cash registers.  (It also lets me work for an organization focused on sustainability, fresh healthy food, and supporting the local economy, which makes me feel good!)</p>

<p>I also teach in the <a href=""http://www.uarts.edu/ce"" rel=""nofollow"">University of the Arts Continuing Education</a> Web Design and Development certificate programs.  I've taught various coding-oriented classes in this program-- HTML, CSS, Javascript, jQuery, and PHP.  </p>

<p>I do some other stuff, too.</p>

<p>Other Areas of technology expertise/interest:</p>

<ul>
<li>Coldfusion</li>
<li>SQL Server</li>
<li>IIS</li>
<li>Web development, in general</li>
<li>Point of sale systems and other technology for small chain grocery stores.</li>
<li>Linux (especially Ubuntu)</li>
<li>FreeBSD</li>
<li>qmail</li>
<li>Drupal</li>
<li>Raspberry PI and other small/cheap computers.</li>
</ul>

<p>Management/Professional interests:</p>

<ul>
<li>IT in mid-sized retail organizations (online, brick and mortar, grocery, mail order, multi-channel)</li>
<li>Managing developers</li>
<li>Cooperative enterprises</li>
</ul>

<p>Personal Interests/Passions/Hobbies</p>

<ul>
<li>Sustainable local communities</li>
<li>Cooperative enterprise</li>
<li>Board and card games, especially Dominion</li>
</ul>
",,2008-11-11 23:46:45.067,davidcl,4,,2020-08-02 12:02:19.177,"Philadelphia, PA",1169,70,209,http://www.klatha.com/,16731
130373,"<p>read-only programmer, write-only sysadmin</p>

<p><a href=""http://twitter.com/enlavin"" rel=""nofollow"">http://twitter.com/enlavin</a></p>
",,2009-06-29 10:22:08.587,enlavin,0,,2021-05-27 06:54:25.850,,161,29,27,,44409
107330,"<p>I specialize in enterprise application integration using BizTalk server and other technologies. With over 12 years experience, I have perspective that helps me understand your organization's problems, and design and implement effective solutions. </p>

<p>Industries I have worked in include Healthcare (HL7 v3), Insurance, Banking/Finance, Publishing, Logistics, and Telecommunications.</p>

<p>Visit my site <a href=""http://erikwestermann.com"" rel=""nofollow"">Erik Westermann</a>.</p>

<p>Currently on-contract - <i>available for off-site (remote) part-time consulting</i></p>
",,2009-05-14 20:45:48.327,Erik Westermann,0,,2021-05-21 00:27:32.780,"Toronto, Canada",947,1,166,http://ErikWestermann.com,37535
152480,,,2009-08-07 13:23:57.863,E.Beach,0,,2021-05-17 14:52:22.707,,1789,2,99,,561269
236988,"<p>So new to programming, it feels like a crime... :'(</p>
",,2009-12-22 16:12:01.360,GatesReign,1,,2021-05-14 13:53:10.020,,676,137,140,,84868
39644,"<p>Software Developer based in Berlin</p>
",,2008-11-21 11:32:44.180,Mike Rohland,0,,2021-05-05 11:37:36.223,"Berlin, Germany",373,15,51,,17629
104707,"<p>Full-stack dev for data science applications, mostly proteomics research. Friend of Python, Pandas and the bunch.</p>
",,2009-05-11 10:33:52.567,amain,16,,2021-04-23 14:52:36.563,Germany,1438,16,183,,877606
140816,"<p><a href=""http://about.me/joao.p.silva"" rel=""nofollow noreferrer"">about.me/joao.p.silva</a></p>
",,2009-07-18 23:26:48.203,João Silva,0,,2021-05-27 16:16:22.207,"Geneva, Switzerland",81431,1194,4265,http://about.me/joao.p.silva,47523
185593,"<p>I like .NET and started learning PHP.
<br/>
<br/>
<br/>
email: gserhio[at]gmail[.]com</p>
",,2009-10-07 12:17:02.110,serhio,208,,2021-05-12 07:58:25.853,"Paris, France",26736,1038,2678,,62461
103211,"<p>Programmer</p>
",,2009-05-07 22:51:00.780,troynt,7,,2021-05-28 23:13:01.110,"Apex, NC",1860,110,140,http://twitter.com/troynt,36234
26270,,,2008-10-08 20:09:59.163,user26270,2,,2021-05-28 16:17:38.050,"Indianapolis, IN, United States",6194,110,413,,13165
1763,"<p>Columbus-based .NET developer. PSM, PSD, DBO (Diurnal Bipedal Omnivore)</p>
",,2008-08-18 13:15:11.330,Mel,22,,2021-05-28 12:40:44.163,United States,2057,189,254,http://melgrubb.wordpress.com,1323
98947,,,2009-04-30 20:52:13.403,Joe Stropich,0,,2021-03-15 13:51:27.297,"Denver, CO, United States",203,65,245,,34983
78256,"<h1>SOreadytohelp</h1>
",,2009-03-15 12:29:47.470,Dor Rotman,9,,2021-03-07 14:57:28.550,"Tel Aviv, Israel",1353,400,157,,29072
